date,price
1986-03-13,0.071132
1986-03-14,0.073673
1986-03-17,0.074943
1986-03-18,0.073038
1986-03-19,0.071768
1986-03-20,0.069862
1986-03-21,0.067957
1986-03-24,0.066052
1986-03-25,0.067322
1986-03-26,0.069227
1986-03-27,0.070497
1986-03-31,0.069862
1986-04-01,0.069227
1986-04-02,0.069862
1986-04-03,0.070497
1986-04-04,0.070497
1986-04-07,0.069227
1986-04-08,0.069862
1986-04-09,0.071132
1986-04-10,0.071768
1986-04-11,0.073038
1986-04-14,0.073673
1986-04-15,0.073673
1986-04-16,0.076213
1986-04-17,0.076848
1986-04-18,0.074308
1986-04-21,0.074308
1986-04-22,0.073038
1986-04-23,0.07335499999999999
1986-04-24,0.08065900000000001
1986-04-25,0.08574
1986-04-28,0.086375
1986-04-29,0.083835
1986-04-30,0.081929
1986-05-01,0.08065900000000001
1986-05-02,0.08065900000000001
1986-05-05,0.080024
1986-05-06,0.08065900000000001
1986-05-07,0.08065900000000001
1986-05-08,0.081294
1986-05-09,0.08065900000000001
1986-05-12,0.081294
1986-05-13,0.081929
1986-05-14,0.081294
1986-05-15,0.081294
1986-05-16,0.081929
1986-05-19,0.08065900000000001
1986-05-20,0.080024
1986-05-21,0.07875399999999999
1986-05-22,0.07875399999999999
1986-05-23,0.07875399999999999
1986-05-27,0.081294
1986-05-28,0.083835
1986-05-29,0.08574
1986-05-30,0.088916
1986-06-02,0.086375
1986-06-03,0.086375
1986-06-04,0.08574
1986-06-05,0.08701
1986-06-06,0.08701
1986-06-09,0.0832
1986-06-10,0.0832
1986-06-11,0.0832
1986-06-12,0.080024
1986-06-13,0.080024
1986-06-16,0.079389
1986-06-17,0.08065900000000001
1986-06-18,0.080024
1986-06-19,0.079389
1986-06-20,0.079706
1986-06-23,0.08065900000000001
1986-06-24,0.080024
1986-06-25,0.07875399999999999
1986-06-26,0.076213
1986-06-27,0.07557799999999999
1986-06-30,0.07811900000000001
1986-07-01,0.07811900000000001
1986-07-02,0.07811900000000001
1986-07-03,0.079389
1986-07-07,0.076213
1986-07-08,0.074308
1986-07-09,0.071132
1986-07-10,0.069227
1986-07-11,0.071132
1986-07-14,0.07017999999999999
1986-07-15,0.071132
1986-07-16,0.073673
1986-07-17,0.074943
1986-07-18,0.07557799999999999
1986-07-21,0.07557799999999999
1986-07-22,0.07811900000000001
1986-07-23,0.076213
1986-07-24,0.07875399999999999
1986-07-25,0.079389
1986-07-28,0.077484
1986-07-29,0.07557799999999999
1986-07-30,0.073038
1986-07-31,0.072403
1986-08-01,0.071768
1986-08-04,0.071768
1986-08-05,0.071132
1986-08-06,0.070497
1986-08-07,0.069862
1986-08-08,0.070497
1986-08-11,0.073038
1986-08-12,0.074943
1986-08-13,0.07557799999999999
1986-08-14,0.077484
1986-08-15,0.077801
1986-08-18,0.076848
1986-08-19,0.076848
1986-08-20,0.076213
1986-08-21,0.076213
1986-08-22,0.074943
1986-08-25,0.074943
1986-08-26,0.074308
1986-08-27,0.074308
1986-08-28,0.074308
1986-08-29,0.072403
1986-09-02,0.070497
1986-09-03,0.068592
1986-09-04,0.074308
1986-09-05,0.077484
1986-09-08,0.076848
1986-09-09,0.07811900000000001
1986-09-10,0.076848
1986-09-11,0.073673
1986-09-12,0.071768
1986-09-15,0.073038
1986-09-16,0.073038
1986-09-17,0.074943
1986-09-18,0.07557799999999999
1986-09-19,0.07557799999999999
1986-09-22,0.074943
1986-09-23,0.076213
1986-09-24,0.075261
1986-09-25,0.073673
1986-09-26,0.073673
1986-09-29,0.071768
1986-09-30,0.071768
1986-10-01,0.071132
1986-10-02,0.071132
1986-10-03,0.071768
1986-10-06,0.077484
1986-10-07,0.079071
1986-10-08,0.081294
1986-10-09,0.083835
1986-10-10,0.087645
1986-10-13,0.083835
1986-10-14,0.085105
1986-10-15,0.088916
1986-10-16,0.088916
1986-10-17,0.091456
1986-10-20,0.09209099999999999
1986-10-21,0.095902
1986-10-22,0.095902
1986-10-23,0.095902
1986-10-24,0.09526699999999999
1986-10-27,0.098442
1986-10-28,0.100665
1986-10-29,0.097807
1986-10-30,0.099712
1986-10-31,0.098442
